nombre_paciente,ciudad,nombres,apellidos,edad_paciente,genero,num_documento,telefono,correo_electronico,tipo_seguro,distrito,especialidad,prioridad,motivo,fecha_cita,hora_cita,turno_cita,estado_cita,nivel_riesgo,id_registro,pais,region,provincia,ubigeo,establecimiento_salud,tipo_establecimiento,id_paciente,genero_paciente,fecha_nacimiento,id_medico,nombre_medico,especialidad_medico,correo_medico,id_cita,codigo_cita,tipo_cita,programada_en,estado,sintoma,codigo_cie10,descripcion_cie10,canal,texto_voz,texto,intencion,codigo_ticket,ticket_confirmado,notificacion_email,notificacion_sms,num_inasistencias_previas,distancia_km,dias_para_cita,minutos_espera_estimados,puntaje_riesgo,objetivo_no_show,creado_en
Isabel Pérez Sánchez,Sangani,Isabel,Pérez Sánchez,62,F,32218290,970379677,isabel.perez240@gmail.com,EsSalud,San Ramón,Oftalmología,media,Caries dental para tratamiento,2026-05-28,14:30,tarde,completed,bajo,35,Peru,Junín,Chanchamayo,120301,Centro de Salud San Ramón,Centro de Salud,25,F,1963-08-03,29,Dr. Walter Ramos Cárdenas,Oftalmología,walter.ramoscardenas@hospitalpichanaki.gob.pe,35,PICHANAKI-CIT-000035,control,2026-05-28 14:30:00,completed,problemas dentales,H10,Conjuntivitis,web,Aceptan seguro SIS para las consultas externas,Aceptan seguro SIS para las consultas externas,informacion_servicios,PICHANAKI-TCK-187949,0,1,1,0,32.1,0,46,8.1,0,2026-05-28 00:50:46
Hugo Medina Yupanqui,San Luis de Shuaro,Hugo,Medina Yupanqui,73,M,33357554,963502456,hugo.medina477@gmail.com,EsSalud,Villa Rica,Oftalmología,alta,Evaluación de hipertensión arterial,2026-05-31,07:30,manana,cancelled,medio,36,Peru,Junín,Chanchamayo,120306,Puesto de Salud Villa Rica,Puesto de Salud,8,M,1952-07-09,27,Dr. Raúl Flores Medina,Oftalmología,raul.floresmedina@hospitalpichanaki.gob.pe,36,PICHANAKI-CIT-000036,control,2026-05-31 07:30:00,cancelled,dolor en el pecho,H52,Miopía,web,"Buenas tardes, deseo eliminar la cita que tenía agendada para el jueves","Buenas tardes, deseo eliminar la cita que tenía agendada para el jueves",cancelar_cita,PICHANAKI-TCK-895702,0,1,0,0,75.3,0,15,61.5,0,2026-05-24 00:50:46
Sofía Tueros Díaz,San José,Sofía,Tueros Díaz,29,F,16408822,926608456,sofia.tueros589@gmail.com,SIS,Pichanaki,Medicina General,media,Fiebre intermitente con escalofríos,2026-05-05,10:00,manana,cancelled,bajo,37,Peru,Junín,Chanchamayo,120304,Puesto de Salud Santo Domingo,Puesto de Salud,26,F,1997-04-08,34,Dr. Luis Huamán Torres,Medicina General,luis.huamantorres@hospitalpichanaki.gob.pe,37,PICHANAKI-CIT-000037,control,2026-05-05 10:00:00,cancelled,fiebre,N39,Infección urinaria,voz_ia,"No voy a poder ir a mi cita, por favor cancélela","No voy a poder ir a mi cita, por favor cancélela",cancelar_cita,PICHANAKI-TCK-758775,0,1,0,0,2.1,0,105,20.0,0,2026-04-11 00:50:46
Hilda Zevallos Sánchez,Perené,Hilda,Zevallos Sánchez,61,F,71428713,902783338,hilda.zevallos485@gmail.com,SIS,Río Negro,Oftalmología,baja,Depresión en seguimiento,2026-06-21,08:45,manana,confirmed,alto,38,Peru,Junín,Chanchamayo,120701,Puesto de Salud Santo Domingo,Puesto de Salud,27,F,1965-05-16,18,Dra. Gloria Vega Rojas,Oftalmología,gloria.vegarojas@hospitalpichanaki.gob.pe,38,PICHANAKI-CIT-000038,primera_vez,2026-06-21 08:45:00,confirmed,problemas emocionales,H52,Miopía,whatsapp,Por favor agéndeme una cita con el traumatólogo me duele la rodilla,Por favor agéndeme una cita con el traumatólogo me duele la rodilla,agendar_cita,PICHANAKI-TCK-182760,1,1,0,1,54.8,19,92,63.1,1,2026-05-28 00:50:46
Luz Cruz Tapia,San Cristóbal,Luz,Cruz Tapia,54,F,69580374,930839299,luz.cruz77@gmail.com,EsSalud,Perené,Emergencia,alta,Fiebre alta desde hace 3 días,2026-07-14,08:45,manana,rescheduled,bajo,39,Peru,Junín,Chanchamayo,120303,Centro de Salud Mazamari,Centro de Salud,28,F,1972-03-22,3,Dra. Teodora Quispe Salazar,Emergencia,teodora.quispesalazar@hospitalpichanaki.gob.pe,39,PICHANAKI-CIT-000039,emergencia,2026-07-14 08:45:00,rescheduled,fiebre,L20,Dermatitis atópica,telefono,"Emergencia, creo que estoy teniendo un infarto","Emergencia, creo que estoy teniendo un infarto",emergencia,PICHANAKI-TCK-361736,0,0,1,0,20.3,42,39,17.5,0,2026-04-28 00:50:46
Teodora Flores Aguilar,Santa Rosa,Teodora,Flores Aguilar,32,F,36867482,918484068,teodora.flores328@gmail.com,EsSalud,Villa Rica,Medicina General,baja,Dolor en rodillas al caminar,2026-07-05,11:30,manana,confirmed,bajo,40,Peru,Junín,Chanchamayo,120306,Centro de Salud Perené,Centro de Salud,29,F,1993-10-02,24,Dra. Carmen Ramos López,Medicina General,carmen.ramoslopez@hospitalpichanaki.gob.pe,40,PICHANAKI-CIT-000040,resultados,2026-07-05 11:30:00,confirmed,dolor en articulaciones,D50,Anemia ferropénica,web,Podría darme información sobre los doctores de la especialidad de neurología,Podría darme información sobre los doctores de la especialidad de neurología,consultar_doctor,PICHANAKI-TCK-851759,1,1,0,2,76.5,33,24,57.9,0,2026-05-13 00:50:46
Sabina Ccoicca Campos,Alto Pichanaqui,Sabina,Ccoicca Campos,35,F,95871687,957158853,sabina.ccoicca166@gmail.com,SIS,Villa Rica,Oftalmología,baja,Contractura muscular en zona lumbar,2026-05-24,17:15,tarde,completed,alto,41,Peru,Junín,Chanchamayo,120306,Hospital de Satipo,Hospital II-1,30,F,1990-09-02,13,Dra. Gloria Vega Rojas,Oftalmología,gloria.vegarojas@hospitalpichanaki.gob.pe,41,PICHANAKI-CIT-000041,control,2026-05-24 17:15:00,completed,dolor de espalda,H10,Conjuntivitis,voz_ia,"Quisiera programar una consulta con el ginecólogo, tengo dolor abdominal","Quisiera programar una consulta con el ginecólogo, tengo dolor abdominal",agendar_cita,PICHANAKI-TCK-147670,0,0,0,2,70.4,0,66,56.2,1,2026-05-07 00:50:46
Julio Zevallos Vilchez,San Fernando,Julio,Zevallos Vilchez,32,M,74819756,928446144,julio.zevallos349@gmail.com,EsSalud,San Ramón,Oftalmología,media,Asesoría nutricional por sobrepeso,2026-06-29,07:00,manana,pending,bajo,42,Peru,Junín,Chanchamayo,120301,Puesto de Salud Río Negro,Puesto de Salud,31,M,1994-01-07,49,Dr. Raúl Flores Medina,Oftalmología,raul.floresmedina@hospitalpichanaki.gob.pe,42,PICHANAKI-CIT-000042,control,2026-06-29 07:00:00,pending,control de peso,H10,Conjuntivitis,web,"Quisiera cambiar el horario de mi cita, ya no me queda bien","Quisiera cambiar el horario de mi cita, ya no me queda bien",reprogramar_cita,PICHANAKI-TCK-267457,0,1,0,0,30.8,27,40,10.5,0,2026-05-02 00:50:46
Joel Mamani Morales,Puerto Yurinaki,Joel,Mamani Morales,56,M,61167978,936894055,joel.mamani891@gmail.com,SIS,Mazamari,Traumatología,media,Evaluación de obesidad infantil,2026-05-09,11:45,manana,completed,medio,43,Peru,Junín,Chanchamayo,120702,Hospital de Satipo,Hospital II-1,15,M,1969-06-20,6,Dr. Oscar Cruz Meléndez,Traumatología,oscar.cruzmelendez@hospitalpichanaki.gob.pe,43,PICHANAKI-CIT-000043,resultados,2026-05-09 11:45:00,completed,control de peso,M17,Artrosis de rodilla,telefono,"Buenas tardes, quiero confirmar los datos de mi cita médica","Buenas tardes, quiero confirmar los datos de mi cita médica",consultar_cita,PICHANAKI-TCK-520040,0,1,0,0,73.0,0,80,27.7,1,2026-05-01 00:50:46
Milagros Ccoicca Aguilar,San Martín de Pangoa,Milagros,Ccoicca Aguilar,21,F,62868861,939531640,milagros.ccoicca40@gmail.com,SIS,San Ramón,Psicología,baja,Gestante para control mensual,2026-06-15,11:45,manana,confirmed,bajo,44,Peru,Junín,Chanchamayo,120301,Centro de Salud San Ramón,Centro de Salud,32,F,2005-04-19,40,Dr. Efraín Cárdenas Vargas,Psicología,efrain.cardenasvargas@hospitalpichanaki.gob.pe,44,PICHANAKI-CIT-000044,resultados,2026-06-15 11:45:00,confirmed,control prenatal,F41,Trastorno de ansiedad,telefono,"Buenos días, quisiera cambiar la fecha de mi cita por favor","Buenos días, quisiera cambiar la fecha de mi cita por favor",reprogramar_cita,PICHANAKI-TCK-536774,1,1,0,0,27.1,13,34,8.7,0,2026-05-17 00:50:46
Joel Mamani Morales,Nueva Esperanza,Joel,Mamani Morales,56,M,61167978,936894055,joel.mamani891@gmail.com,SIS,Mazamari,Dermatología,baja,Fatiga por anemia ferropénica,2026-07-31,07:45,manana,pending,medio,45,Peru,Junín,Chanchamayo,120702,Hospital de Satipo,Hospital II-1,15,M,1969-06-20,34,Dra. Bertha Salazar Córdova,Dermatología,bertha.salazarcordova@hospitalpichanaki.gob.pe,45,PICHANAKI-CIT-000045,control,2026-07-31 07:45:00,pending,anemia,L30,Dermatitis no especificada,web,"Hola buenas, quisiera separar cita para control prenatal","Hola buenas, quisiera separar cita para control prenatal",agendar_cita,PICHANAKI-TCK-862736,0,1,1,0,73.0,59,42,56.4,0,2026-05-03 00:50:46
Gloria Silva Vilchez,Villa Progreso,Gloria,Silva Vilchez,35,F,96343485,982492299,gloria.silva790@gmail.com,SIS,Pichanaki,Medicina General,baja,Dificultad para orinar por próstata,2026-06-16,14:30,tarde,pending,alto,46,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,33,F,1990-12-12,19,Dr. Jorge Cárdenas Flores,Medicina General,jorge.cardenasflores@hospitalpichanaki.gob.pe,46,PICHANAKI-CIT-000046,control,2026-06-16 14:30:00,pending,problemas urinarios,J00,Resfriado común,telefono,"Hola, necesito dar de baja mi cita programada para mañana","Hola, necesito dar de baja mi cita programada para mañana",cancelar_cita,PICHANAKI-TCK-883641,0,1,1,0,3.5,14,98,34.9,1,2026-05-25 00:50:46
Pablo Cárdenas Yupanqui,San José,Pablo,Cárdenas Yupanqui,69,M,95623471,921346199,pablo.cardenas162@gmail.com,EsSalud,Satipo,Cardiología,media,Dolor en la parte baja del abdomen,2026-05-07,14:45,tarde,no_show,medio,47,Peru,Junín,Chanchamayo,120701,Puesto de Salud Alto Cahuapanas,Puesto de Salud,34,M,1957-02-24,19,Dra. Isabel Reyes Contreras,Cardiología,isabel.reyescontreras@hospitalpichanaki.gob.pe,47,PICHANAKI-CIT-000047,primera_vez,2026-05-07 14:45:00,no_show,dolor abdominal,I48,Fibrilación auricular,presencial,"Por favor, puede reprogramar mi cita para el viernes en la tarde","Por favor, puede reprogramar mi cita para el viernes en la tarde",reprogramar_cita,PICHANAKI-TCK-403528,0,0,1,0,106.4,0,93,89.3,0,2026-04-22 00:50:46
Dora Paredes Silva,San Juan,Dora,Paredes Silva,31,F,54383668,914217757,dora.paredes180@gmail.com,EsSalud,San Luis de Shuaro,Medicina General,alta,Quemadura de segundo grado en brazo,2026-06-29,15:30,tarde,confirmed,medio,48,Peru,Junín,Chanchamayo,120305,Centro de Salud San Ramón,Centro de Salud,35,F,1995-04-14,12,Dr. Luis Huamán Torres,Medicina General,luis.huamantorres@hospitalpichanaki.gob.pe,48,PICHANAKI-CIT-000048,resultados,2026-06-29 15:30:00,confirmed,herida,J00,Resfriado común,telefono,"Buen día, me puede decir si ya tengo hora confirmada para mi control","Buen día, me puede decir si ya tengo hora confirmada para mi control",consultar_cita,PICHANAKI-TCK-800224,1,1,0,0,31.1,27,53,41.4,1,2026-04-07 00:50:46
Rocio Vega Vásquez,Villa Progreso,Rocio,Vega Vásquez,19,F,38553319,914835122,rocio.vega440@gmail.com,Privado,Satipo,Psicología,media,Dolor en rodillas al caminar,2026-06-19,11:45,manana,cancelled,alto,49,Peru,Junín,Chanchamayo,120701,Puesto de Salud Río Negro,Puesto de Salud,20,F,2006-09-21,24,Dr. Efraín Cárdenas Vargas,Psicología,efrain.cardenasvargas@hospitalpichanaki.gob.pe,49,PICHANAKI-CIT-000049,control,2026-06-19 11:45:00,cancelled,dolor en articulaciones,F32,Depresión mayor,whatsapp,"Hola, necesito dar de baja mi cita programada para mañana","Hola, necesito dar de baja mi cita programada para mañana",cancelar_cita,PICHANAKI-TCK-653829,0,1,1,2,104.6,17,77,95.7,1,2026-05-21 00:50:46
Raúl Morales Campos,Alto Yurinaki,Raúl,Morales Campos,40,M,37568520,974840145,raul.morales573@gmail.com,EsSalud,Mazamari,Dermatología,baja,Rinitis alérgica estacional,2026-05-11,16:00,tarde,completed,alto,50,Peru,Junín,Chanchamayo,120702,Puesto de Salud Santo Domingo,Puesto de Salud,36,M,1985-06-29,5,Dra. Patricia Montesinos Páucar,Dermatología,patricia.montesinospaucar@hospitalpichanaki.gob.pe,50,PICHANAKI-CIT-000050,primera_vez,2026-05-11 16:00:00,completed,alergias,L20,Dermatitis atópica,web,Quiero revisar el horario de mi consulta por favor,Quiero revisar el horario de mi consulta por favor,consultar_cita,PICHANAKI-TCK-540781,0,1,0,0,91.7,0,71,44.0,1,2026-04-20 00:50:46
Dora Paredes Silva,Marankiari,Dora,Paredes Silva,31,F,54383668,914217757,dora.paredes180@gmail.com,EsSalud,San Luis de Shuaro,Ginecología,media,Plan nutricional para perder peso,2026-05-05,16:45,tarde,completed,alto,51,Peru,Junín,Chanchamayo,120305,Centro de Salud San Ramón,Centro de Salud,35,F,1995-04-14,12,Dra. Ana Rivera Paredes,Ginecología,ana.riveraparedes@hospitalpichanaki.gob.pe,51,PICHANAKI-CIT-000051,primera_vez,2026-05-05 16:45:00,completed,control de peso,N97,Infertilidad femenina,web,"Buenos días, quiero cancelar mi cita por favor","Buenos días, quiero cancelar mi cita por favor",cancelar_cita,PICHANAKI-TCK-218326,0,1,0,0,31.1,0,77,30.1,1,2026-05-29 00:50:46
Moisés Tapia Ccoicca,San Luis de Shuaro,Moisés,Tapia Ccoicca,53,M,42847661,974228052,moises.tapia836@gmail.com,Sin seguro,Perené,Dermatología,alta,Artritis reumatoide en control,2026-05-25,16:45,tarde,completed,alto,52,Peru,Junín,Chanchamayo,120303,Centro de Salud Mazamari,Centro de Salud,37,M,1973-05-22,43,Dra. Bertha Salazar Córdova,Dermatología,bertha.salazarcordova@hospitalpichanaki.gob.pe,52,PICHANAKI-CIT-000052,control,2026-05-25 16:45:00,completed,dolor en articulaciones,L30,Dermatitis no especificada,whatsapp,Necesito separar una consulta con el psicólogo por ansiedad,Necesito separar una consulta con el psicólogo por ansiedad,agendar_cita,PICHANAKI-TCK-536548,0,1,1,1,21.5,0,95,62.2,1,2026-04-09 00:50:46
David Cárdenas Salazar,Puerto Ocopa,David,Cárdenas Salazar,38,M,84797762,953230435,david.cardenas850@gmail.com,SIS,San Ramón,Oftalmología,alta,Herida cortante en mano,2026-05-04,08:00,manana,cancelled,medio,53,Peru,Junín,Chanchamayo,120301,Puesto de Salud Santo Domingo,Puesto de Salud,38,M,1987-11-11,47,Dr. Walter Ramos Cárdenas,Oftalmología,walter.ramoscardenas@hospitalpichanaki.gob.pe,53,PICHANAKI-CIT-000053,primera_vez,2026-05-04 08:00:00,cancelled,herida,H52,Miopía,whatsapp,"Buenas tardes, deseo eliminar la cita que tenía agendada para el jueves","Buenas tardes, deseo eliminar la cita que tenía agendada para el jueves",cancelar_cita,PICHANAKI-TCK-437237,0,1,0,0,30.1,0,69,36.1,1,2026-04-07 00:50:46
Efraín Carhuallanqui Morales,Cuyani,Efraín,Carhuallanqui Morales,70,M,51999682,945212954,efrain.carhuallanqui157@gmail.com,SIS,Pichanaki,Traumatología,media,Quemadura de segundo grado en brazo,2026-07-11,11:00,manana,confirmed,medio,54,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,39,M,1955-12-13,17,Dr. Miguel Ríos Pineda,Traumatología,miguel.riospineda@hospitalpichanaki.gob.pe,54,PICHANAKI-CIT-000054,control,2026-07-11 11:00:00,confirmed,herida,M17,Artrosis de rodilla,web,"Buenas tardes, deseo programar una cita médica para hoy si es posible","Buenas tardes, deseo programar una cita médica para hoy si es posible",agendar_cita,PICHANAKI-TCK-106693,1,1,0,0,2.8,39,79,22.4,1,2026-05-01 00:50:46
Efraín Yupanqui Llanos,Nueva Esperanza,Efraín,Yupanqui Llanos,8,M,84040345,940752564,efrain.yupanqui963@gmail.com,Sin seguro,Pichanaki,Pediatría,alta,Cuadro febril sin foco aparente,2026-07-31,12:00,manana,confirmed,bajo,55,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,40,M,2017-09-05,18,Dr. Manuel Torres Rojas,Pediatría,manuel.torresrojas@hospitalpichanaki.gob.pe,55,PICHANAKI-CIT-000055,resultados,2026-07-31 12:00:00,confirmed,fiebre,F41,Trastorno de ansiedad,web,"Buenos días, quiero consultar si mi cita está confirmada","Buenos días, quiero consultar si mi cita está confirmada",consultar_cita,PICHANAKI-TCK-624139,1,1,0,0,0.5,59,21,42.3,0,2026-04-05 00:50:46
Elías Huertas Ramos,Puerto Yurinaki,Elías,Huertas Ramos,13,M,47631028,985093957,elias.huertas730@gmail.com,Privado,Satipo,Medicina General,baja,Contractura muscular en zona lumbar,2026-05-09,08:00,manana,completed,alto,56,Peru,Junín,Chanchamayo,120701,Puesto de Salud Río Negro,Puesto de Salud,41,M,2013-04-28,22,Dr. Pedro Sánchez Quispe,Medicina General,pedro.sanchezquispe@hospitalpichanaki.gob.pe,56,PICHANAKI-CIT-000056,primera_vez,2026-05-09 08:00:00,completed,dolor de espalda,N39,Infección urinaria,whatsapp,Necesito separar una consulta con el psicólogo por ansiedad,Necesito separar una consulta con el psicólogo por ansiedad,agendar_cita,PICHANAKI-TCK-386604,0,1,0,2,89.0,0,98,90.8,1,2026-05-06 00:50:46
Lucía Tueros Aguilar,Pichanaqui Centro,Lucía,Tueros Aguilar,33,F,19865900,901767310,lucia.tueros316@gmail.com,EsSalud,Río Negro,Medicina General,alta,Control por migraña recurrente,2026-06-13,13:30,tarde,confirmed,bajo,57,Peru,Junín,Chanchamayo,120701,Hospital de Pichanaki,Hospital II-1,42,F,1993-02-04,27,Dr. Pedro Sánchez Quispe,Medicina General,pedro.sanchezquispe@hospitalpichanaki.gob.pe,57,PICHANAKI-CIT-000057,control,2026-06-13 13:30:00,confirmed,dolor de cabeza intenso,J00,Resfriado común,voz_ia,"Buenos días, quiero consultar si mi cita está confirmada","Buenos días, quiero consultar si mi cita está confirmada",consultar_cita,PICHANAKI-TCK-277735,1,1,0,0,52.6,11,66,9.3,0,2026-05-16 00:50:46
Ana Romero Chávez,Puerto Bermúdez,Ana,Romero Chávez,74,F,76545476,951139368,ana.romero338@gmail.com,EsSalud,Perené,Traumatología,alta,Quemadura de segundo grado en brazo,2026-07-30,17:15,tarde,pending,medio,58,Peru,Junín,Chanchamayo,120303,Puesto de Salud Santo Domingo,Puesto de Salud,43,F,1951-08-05,45,Dr. Víctor López Sánchez,Traumatología,victor.lopezsanchez@hospitalpichanaki.gob.pe,58,PICHANAKI-CIT-000058,control,2026-07-30 17:15:00,pending,herida,M54,Lumbago,telefono,Quisiera modificar la hora de mi cita de las 8 a las 11,Quisiera modificar la hora de mi cita de las 8 a las 11,reprogramar_cita,PICHANAKI-TCK-309505,0,1,0,0,26.5,58,33,26.7,0,2026-04-17 00:50:46
Moisés Díaz Sinche,Alto Pichanaqui,Moisés,Díaz Sinche,16,M,77015343,913214345,moises.diaz597@gmail.com,EsSalud,Perené,Traumatología,media,Tos persistente desde hace dos semanas,2026-05-08,18:45,tarde,no_show,bajo,59,Peru,Junín,Chanchamayo,120303,Puesto de Salud Alto Cahuapanas,Puesto de Salud,44,M,2009-11-09,45,Dr. Miguel Ríos Pineda,Traumatología,miguel.riospineda@hospitalpichanaki.gob.pe,59,PICHANAKI-CIT-000059,primera_vez,2026-05-08 18:45:00,no_show,tos seca,M54,Lumbago,voz_ia,Necesito saber con qué médico tengo mi cita mañana,Necesito saber con qué médico tengo mi cita mañana,consultar_cita,PICHANAKI-TCK-685098,0,1,0,0,28.4,0,36,6.4,0,2026-05-24 00:50:46
Efraín García Díaz,Puerto Yurinaki,Efraín,García Díaz,38,M,25578562,987337530,efrain.garcia740@gmail.com,EsSalud,San Ramón,Medicina General,media,Inflamación articular en manos y muñecas,2026-07-01,10:15,manana,pending,medio,60,Peru,Junín,Chanchamayo,120301,Puesto de Salud Villa Rica,Puesto de Salud,45,M,1988-04-29,44,Dr. Luis Huamán Torres,Medicina General,luis.huamantorres@hospitalpichanaki.gob.pe,60,PICHANAKI-CIT-000060,control,2026-07-01 10:15:00,pending,dolor en articulaciones,J00,Resfriado común,voz_ia,"Quisiera cambiar el horario de mi cita, ya no me queda bien","Quisiera cambiar el horario de mi cita, ya no me queda bien",reprogramar_cita,PICHANAKI-TCK-571413,0,1,0,0,24.5,29,60,19.0,0,2026-04-18 00:50:46
Nora Huertas Flores,Unión Ashaninka,Nora,Huertas Flores,65,F,32097220,939274499,nora.huertas570@gmail.com,EsSalud,Perené,Traumatología,media,Chequeo general por fatiga constante,2026-07-09,15:45,tarde,confirmed,medio,61,Peru,Junín,Chanchamayo,120303,Hospital de Pichanaki,Hospital II-1,5,F,1961-05-19,12,Dr. Víctor López Sánchez,Traumatología,victor.lopezsanchez@hospitalpichanaki.gob.pe,61,PICHANAKI-CIT-000061,control,2026-07-09 15:45:00,confirmed,malestar general,M17,Artrosis de rodilla,whatsapp,"Por favor, puede reprogramar mi cita para el viernes en la tarde","Por favor, puede reprogramar mi cita para el viernes en la tarde",reprogramar_cita,PICHANAKI-TCK-411893,1,0,0,0,13.8,37,54,18.5,0,2026-05-14 00:50:46
Isabel Paredes Reyes,La Merced,Isabel,Paredes Reyes,39,F,87149161,931666954,isabel.paredes144@gmail.com,SIS,Mazamari,Traumatología,baja,Urticaria por posible alergia alimentaria,2026-05-24,07:15,manana,completed,alto,62,Peru,Junín,Chanchamayo,120702,Hospital de Satipo,Hospital II-1,46,F,1987-04-03,25,Dr. Oscar Cruz Meléndez,Traumatología,oscar.cruzmelendez@hospitalpichanaki.gob.pe,62,PICHANAKI-CIT-000062,control,2026-05-24 07:15:00,completed,alergias,M17,Artrosis de rodilla,telefono,"Por favor, necesito separar una cita para mi mamá que tiene dolor de cabeza","Por favor, necesito separar una cita para mi mamá que tiene dolor de cabeza",agendar_cita,PICHANAKI-TCK-910074,0,1,0,1,88.6,0,30,67.1,1,2026-04-29 00:50:46
Nelly Chávez Paucar,Villa Rica,Nelly,Chávez Paucar,64,F,30182766,935139635,nelly.chavez961@gmail.com,SIS,Perené,Traumatología,baja,Reacción alérgica cutánea,2026-05-07,09:00,manana,completed,bajo,63,Peru,Junín,Chanchamayo,120303,Hospital de Pichanaki,Hospital II-1,24,F,1961-08-14,29,Dr. Víctor López Sánchez,Traumatología,victor.lopezsanchez@hospitalpichanaki.gob.pe,63,PICHANAKI-CIT-000063,primera_vez,2026-05-07 09:00:00,completed,alergias,M54,Lumbago,web,"Hola, por favor cancele mi cita porque tengo una emergencia familiar","Hola, por favor cancele mi cita porque tengo una emergencia familiar",cancelar_cita,PICHANAKI-TCK-845279,0,1,0,0,22.9,0,112,22.6,0,2026-04-12 00:50:46
